Transaction_ID,Date,Travel_destination,Category,Schedule,Price,Price_per_person,Number_of_people,Age_group
S00389,2024/11/29,グアム,海外,3泊4日,286000,143000,2,60代
S00390,2024/11/14,バリ島,海外,4泊5日,150000,150000,1,30代
S00391,2024/11/10,東京ディズニー,国内,2泊3日,78000,39000,2,20代
S00392,2024/11/14,東北,国内,2泊3日,90000,45000,2,50代
S00393,2024/11/10,京都,国内,1泊2日,153000,51000,3,20代
S00394,2024/11/18,京都,国内,2泊3日,98000,49000,2,60代
S00395,2024/11/08,大阪,国内,2泊3日,129000,43000,3,30代
S00396,2024/11/14,台湾,海外,4泊5日,130000,65000,2,20代
S00397,2024/12/08,グアム,海外,4泊5日,348000,174000,2,30代
S00398,2024/12/22,台湾,海外,4泊5日,138000,69000,2,60代
S00399,2024/12/05,台湾,海外,2泊3日,138000,69000,2,60代
S00400,2024/12/09,韓国,海外,3泊4日,195000,39000,5,60代
S00401,2024/12/09,四国,国内,3泊4日,255000,51000,5,20代
S00402,2024/12/05,京都,国内,1泊2日,96000,32000,3,40代
S00403,2024/12/28,台湾,海外,4泊5日,285000,57000,5,60代
S00404,2024/12/06,ハワイ,海外,6泊7日,656000,328000,2,40代
S00405,2024/12/02,ローマ,海外,8泊9日,925000,185000,5,60代
S00406,2024/12/16,東北,国内,2泊3日,210000,35000,6,30代
S00407,2024/12/14,東北,国内,2泊3日,104000,52000,2,30代
S00408,2024/12/27,韓国,海外,2泊3日,165000,55000,3,30代
S00409,2024/12/01,韓国,海外,2泊3日,180000,90000,2,50代
S00410,2024/12/23,タイ,海外,3泊4日,252000,126000,2,50代
S00411,2024/12/16,九州,国内,4泊5日,122000,61000,2,60代
S00412,2024/12/09,韓国,海外,4泊5日,148000,37000,4,20代
S00413,2024/12/07,台湾,海外,2泊3日,174000,58000,3,50代
S00414,2024/12/05,ハワイ,海外,5泊6日,648000,216000,3,20代
S00415,2024/12/13,ハワイ,海外,6泊7日,687000,229000,3,30代
S00416,2024/12/01,バリ島,海外,6泊7日,1188000,198000,6,60代
S00417,2024/12/04,東北,国内,3泊4日,46000,46000,1,60代
S00418,2024/12/17,箱根,国内,1泊2日,175000,35000,5,50代
S00419,2024/12/21,ニューヨーク,海外,6泊7日,1860000,310000,6,30代
S00420,2024/12/19,ローマ,海外,6泊7日,720000,360000,2,50代
S00421,2024/12/28,ハワイ,海外,5泊6日,788000,197000,4,60代
S00422,2024/12/18,ニューヨーク,海外,5泊6日,1860000,372000,5,60代
S00423,2024/12/29,ハワイ,海外,6泊7日,544000,272000,2,40代
S00424,2024/12/20,グアム,海外,3泊4日,288000,96000,3,30代
S00425,2024/12/28,ハワイ,海外,5泊6日,514000,257000,2,30代
S00426,2024/12/28,東京ディズニー,国内,1泊2日,164000,41000,4,40代
S00427,2024/12/09,北海道,国内,2泊3日,180000,45000,4,30代
S00428,2024/12/14,東京ディズニー,国内,2泊3日,66000,33000,2,60代
S00429,2024/12/29,オーストラリア,海外,7泊8日,740000,185000,4,40代
S00430,2024/12/29,九州,国内,3泊4日,126000,63000,2,20代
S00431,2024/12/10,東北,国内,3泊4日,144000,36000,4,40代
S00432,2024/12/29,大阪,国内,2泊3日,100000,50000,2,30代
S00433,2024/12/05,九州,国内,2泊3日,164000,41000,4,40代
S00434,2024/12/21,大阪,国内,2泊3日,156000,39000,4,40代
S00435,2024/12/02,韓国,海外,4泊5日,86000,43000,2,40代
S00436,2024/12/22,箱根,国内,1泊2日,74000,37000,2,50代
S00437,2024/12/29,ハワイ,海外,4泊5日,672000,224000,3,40代
S00438,2024/12/25,バリ島,海外,5泊6日,776000,194000,4,60代
S00439,2024/12/30,グアム,海外,3泊4日,444000,111000,4,40代
S00440,2024/12/22,韓国,海外,3泊4日,138000,69000,2,20代
S00441,2024/12/15,パリ,海外,7泊8日,826000,413000,2,20代
S00442,2024/12/22,大阪,国内,2泊3日,96000,48000,2,20代
S00443,2024/12/06,パリ,海外,7泊8日,726000,363000,2,40代
S00444,2024/12/06,台湾,海外,2泊3日,116000,58000,2,60代
S00445,2024/12/21,台湾,海外,2泊3日,88000,44000,2,50代
S00446,2024/12/19,ハワイ,海外,7泊8日,792000,198000,4,50代
S00447,2025/01/29,韓国,海外,4泊5日,402000,67000,6,20代
S00448,2025/01/21,沖縄,国内,3泊4日,74000,74000,1,60代
S00449,2025/01/31,九州,国内,4泊5日,180000,36000,5,40代
S00450,2025/01/22,大阪,国内,3泊4日,76000,38000,2,50代
S00451,2025/01/06,パリ,海外,8泊9日,1100000,220000,5,60代
S00452,2025/01/02,シンガポール,海外,5泊6日,266000,133000,2,40代
S00453,2025/01/15,台湾,海外,2泊3日,240000,48000,5,40代
S00454,2025/01/14,京都,国内,1泊2日,93000,31000,3,20代
S00455,2025/01/18,タイ,海外,3泊4日,420000,105000,4,40代
S00456,2025/01/11,韓国,海外,4泊5日,328000,82000,4,40代
S00457,2025/01/22,京都,国内,1泊2日,44000,44000,1,30代
S00458,2025/01/06,沖縄,国内,3泊4日,174000,87000,2,50代
S00459,2025/01/30,箱根,国内,2泊3日,42000,21000,2,50代
S00460,2025/01/21,沖縄,国内,4泊5日,210000,70000,3,50代
S00461,2025/01/16,東京ディズニー,国内,1泊2日,102000,34000,3,20代
S00462,2025/01/30,台湾,海外,2泊3日,372000,93000,4,30代
S00463,2025/01/11,バリ島,海外,6泊7日,825000,165000,5,40代
S00464,2025/01/05,ハワイ,海外,5泊6日,692000,346000,2,50代
S00465,2025/01/23,韓国,海外,4泊5日,240000,48000,5,40代
S00466,2025/02/23,京都,国内,3泊4日,276000,46000,6,30代
S00467,2025/02/19,ハワイ,海外,7泊8日,1160000,290000,4,60代
S00468,2025/02/01,ハワイ,海外,7泊8日,404000,202000,2,50代
S00469,2025/02/05,ローマ,海外,5泊6日,1512000,378000,4,30代
S00470,2025/02/28,沖縄,国内,4泊5日,356000,89000,4,60代
S00471,2025/02/26,台湾,海外,4泊5日,130000,65000,2,50代
S00472,2025/02/02,シンガポール,海外,3泊4日,776000,194000,4,30代
S00473,2025/02/23,タイ,海外,5泊6日,396000,132000,3,50代
S00474,2025/02/06,九州,国内,4泊5日,64000,64000,1,60代
S00475,2025/02/05,グアム,海外,3泊4日,369000,123000,3,30代
S00476,2025/02/11,京都,国内,3泊4日,45000,45000,1,60代
S00477,2025/02/23,沖縄,国内,3泊4日,222000,74000,3,60代
S00478,2025/02/13,グアム,海外,3泊4日,334000,167000,2,60代
S00479,2025/02/20,オーストラリア,海外,8泊9日,2100000,350000,6,50代
S00480,2025/02/21,箱根,国内,1泊2日,156000,26000,6,50代
S00481,2025/02/18,大阪,国内,3泊4日,94000,47000,2,60代
S00482,2025/02/02,ハワイ,海外,6泊7日,1425000,285000,5,30代
S00483,2025/02/21,ハワイ,海外,4泊5日,412000,206000,2,40代
S00484,2025/02/27,東京ディズニー,国内,2泊3日,132000,44000,3,60代
S00485,2025/02/03,北海道,国内,2泊3日,80000,40000,2,30代
S00486,2025/02/15,大阪,国内,3泊4日,66000,33000,2,30代
S00487,2025/02/24,北海道,国内,4泊5日,58000,58000,1,50代
S00488,2025/02/03,九州,国内,3泊4日,224000,56000,4,40代
S00489,2025/02/05,ハワイ,海外,7泊8日,908000,227000,4,50代
S00490,2025/02/26,タイ,海外,5泊6日,183000,61000,3,60代
S00491,2025/02/19,北海道,国内,4泊5日,82000,41000,2,40代
S00492,2025/02/21,東京ディズニー,国内,1泊2日,94000,47000,2,30代
S00493,2025/02/28,韓国,海外,4泊5日,162000,54000,3,40代
S00494,2025/02/16,ニューヨーク,海外,6泊7日,522000,261000,2,50代
S00495,2025/02/15,東北,国内,3泊4日,132000,44000,3,30代
S00496,2025/03/11,京都,国内,1泊2日,216000,54000,4,50代
S00497,2025/03/15,韓国,海外,3泊4日,142000,71000,2,30代
S00498,2025/03/28,韓国,海外,2泊3日,415000,83000,5,30代
S00499,2025/03/28,タイ,海外,5泊6日,408000,136000,3,50代
S00500,2025/03/18,ハワイ,海外,7泊8日,1012000,253000,4,20代
S00501,2025/03/17,京都,国内,3泊4日,26000,26000,1,30代
S00502,2025/03/25,パリ,海外,6泊7日,898000,449000,2,30代
S00503,2025/03/16,ニューヨーク,海外,6泊7日,261000,261000,1,50代
S00504,2025/03/17,パリ,海外,7泊8日,862000,431000,2,60代
S00505,2025/03/31,沖縄,国内,4泊5日,267000,89000,3,30代
S00506,2025/03/13,四国,国内,3泊4日,93000,31000,3,60代
S00507,2025/03/12,ハワイ,海外,6泊7日,924000,308000,3,40代
S00508,2025/03/03,京都,国内,3泊4日,111000,37000,3,30代
S00509,2025/03/14,パリ,海外,7泊8日,1304000,326000,4,40代
S00510,2025/03/02,北海道,国内,2泊3日,228000,76000,3,30代
S00511,2025/03/09,沖縄,国内,2泊3日,231000,77000,3,40代
S00512,2025/03/07,オーストラリア,海外,8泊9日,918000,306000,3,40代
S00513,2025/03/19,京都,国内,1泊2日,108000,36000,3,40代
S00514,2025/03/03,グアム,海外,3泊4日,164000,82000,2,20代
S00515,2025/03/27,パリ,海外,6泊7日,1308000,436000,3,30代
S00516,2025/03/04,ハワイ,海外,4泊5日,924000,308000,3,20代
S00517,2025/03/12,ハワイ,海外,4泊5日,1104000,276000,4,40代
S00518,2025/03/30,台湾,海外,4泊5日,171000,57000,3,40代
S00519,2025/03/29,九州,国内,4泊5日,60000,30000,2,30代
S00520,2025/03/07,四国,国内,3泊4日,84000,42000,2,20代
S00521,2025/03/12,大阪,国内,3泊4日,90000,45000,2,50代
S00522,2025/03/12,ハワイ,海外,7泊8日,480000,240000,2,30代
S00523,2025/03/22,韓国,海外,2泊3日,324000,81000,4,40代
S00524,2025/03/11,大阪,国内,3泊4日,66000,22000,3,50代
S00525,2025/03/27,台湾,海外,2泊3日,138000,46000,3,40代
S00526,2025/03/24,バリ島,海外,5泊6日,1185000,237000,5,40代
S00527,2025/03/27,オーストラリア,海外,6泊7日,699000,233000,3,40代
S00528,2025/03/02,九州,国内,4泊5日,123000,41000,3,50代
S00529,2025/03/03,シンガポール,海外,4泊5日,528000,132000,4,30代
S00530,2025/03/03,ニューヨーク,海外,5泊6日,1041000,347000,3,50代
S00531,2025/03/31,東京ディズニー,国内,1泊2日,60000,20000,3,40代
S00532,2025/03/17,ハワイ,海外,6泊7日,570000,285000,2,20代
S00533,2025/03/15,箱根,国内,2泊3日,120000,40000,3,50代
S00534,2025/03/28,タイ,海外,3泊4日,330000,110000,3,30代
S00535,2025/03/14,台湾,海外,3泊4日,285000,95000,3,20代
S00536,2025/03/27,パリ,海外,7泊8日,325000,325000,1,60代
S00537,2025/03/31,箱根,国内,1泊2日,117000,39000,3,30代
S00538,2025/03/08,東京ディズニー,国内,2泊3日,46000,23000,2,20代
S00539,2025/03/28,北海道,国内,4泊5日,354000,59000,6,50代
S00540,2025/03/16,韓国,海外,2泊3日,318000,53000,6,60代
S00541,2025/03/26,沖縄,国内,3泊4日,219000,73000,3,40代
S00542,2025/03/04,ハワイ,海外,7泊8日,654000,327000,2,20代
S00543,2025/03/28,四国,国内,3泊4日,74000,37000,2,30代
S00544,2025/03/14,東京ディズニー,国内,1泊2日,64000,32000,2,50代
S00545,2025/03/19,グアム,海外,5泊6日,230000,115000,2,20代
S00546,2025/03/26,東京ディズニー,国内,1泊2日,102000,34000,3,20代
S00547,2025/03/11,ハワイ,海外,7泊8日,598000,299000,2,40代
S00548,2025/04/09,京都,国内,2泊3日,188000,47000,4,20代
S00549,2025/04/09,オーストラリア,海外,7泊8日,358000,358000,1,20代
S00550,2025/04/18,パリ,海外,6泊7日,1710000,285000,6,30代
S00551,2025/04/13,韓国,海外,4泊5日,88000,44000,2,40代
S00552,2025/04/20,四国,国内,3泊4日,132000,33000,4,20代
S00553,2025/04/20,ローマ,海外,8泊9日,550000,275000,2,40代
S00554,2025/04/06,四国,国内,2泊3日,72000,36000,2,30代
S00555,2025/04/13,京都,国内,1泊2日,56000,56000,1,60代
S00556,2025/04/03,ハワイ,海外,4泊5日,644000,322000,2,30代
S00557,2025/04/10,東京ディズニー,国内,2泊3日,141000,47000,3,20代
S00558,2025/04/11,韓国,海外,3泊4日,159000,53000,3,60代
S00559,2025/04/20,京都,国内,2泊3日,162000,54000,3,40代
S00560,2025/04/16,タイ,海外,5泊6日,200000,100000,2,20代
S00561,2025/04/17,北海道,国内,2泊3日,72000,36000,2,40代
S00562,2025/04/25,箱根,国内,2泊3日,60000,15000,4,40代
S00563,2025/04/08,大阪,国内,1泊2日,188000,47000,4,40代
S00564,2025/04/17,バリ島,海外,6泊7日,700000,175000,4,50代
S00565,2025/04/28,四国,国内,2泊3日,98000,49000,2,30代
S00566,2025/04/11,ハワイ,海外,4泊5日,312000,156000,2,60代
S00567,2025/04/15,京都,国内,3泊4日,26000,26000,1,20代
S00568,2025/04/16,台湾,海外,3泊4日,186000,62000,3,50代
S00569,2025/04/25,沖縄,国内,3泊4日,53000,53000,1,40代
S00570,2025/04/04,台湾,海外,4泊5日,138000,69000,2,50代
S00571,2025/04/25,大阪,国内,1泊2日,105000,35000,3,60代
S00572,2025/04/24,京都,国内,1泊2日,132000,33000,4,40代
S00573,2025/04/02,東北,国内,2泊3日,234000,39000,6,30代
S00574,2025/04/13,グアム,海外,3泊4日,171000,171000,1,20代
S00575,2025/04/08,台湾,海外,2泊3日,186000,62000,3,50代
S00576,2025/05/21,沖縄,国内,2泊3日,192000,48000,4,50代
S00577,2025/05/25,台湾,海外,3泊4日,212000,53000,4,40代
S00578,2025/05/02,東京ディズニー,国内,2泊3日,152000,38000,4,40代
S00579,2025/05/11,グアム,海外,5泊6日,474000,158000,3,60代
S00580,2025/05/15,ハワイ,海外,6泊7日,1076000,269000,4,40代
S00581,2025/05/29,ニューヨーク,海外,5泊6日,1089000,363000,3,30代
S00582,2025/05/07,韓国,海外,4泊5日,180000,45000,4,50代
S00583,2025/05/17,沖縄,国内,4泊5日,49000,49000,1,50代
S00584,2025/05/04,ハワイ,海外,4泊5日,966000,322000,3,50代
S00585,2025/05/12,箱根,国内,1泊2日,66000,22000,3,20代
S00586,2025/05/21,ハワイ,海外,4泊5日,518000,259000,2,50代
S00587,2025/05/09,韓国,海外,4泊5日,55000,55000,1,20代
S00588,2025/05/24,沖縄,国内,2泊3日,222000,74000,3,30代
S00589,2025/05/18,グアム,海外,4泊5日,624000,156000,4,50代
S00590,2025/05/06,タイ,海外,3泊4日,438000,146000,3,40代
S00591,2025/05/29,オーストラリア,海外,7泊8日,831000,277000,3,60代
S00592,2025/05/19,バリ島,海外,6泊7日,334000,167000,2,50代
S00593,2025/05/02,北海道,国内,3泊4日,165000,55000,3,40代
S00594,2025/05/01,韓国,海外,4泊5日,276000,69000,4,60代
S00595,2025/05/15,沖縄,国内,3泊4日,156000,78000,2,30代
S00596,2025/05/13,沖縄,国内,4泊5日,435000,87000,5,50代
S00597,2025/05/23,韓国,海外,4泊5日,222000,74000,3,60代
S00598,2025/05/25,四国,国内,2泊3日,275000,55000,5,30代
S00599,2025/05/08,韓国,海外,4泊5日,144000,36000,4,40代
S00600,2025/05/02,九州,国内,3泊4日,189000,63000,3,20代
S00601,2025/05/25,シンガポール,海外,5泊6日,411000,137000,3,20代
S00602,2025/05/16,東北,国内,2泊3日,114000,38000,3,30代
S00603,2025/05/16,台湾,海外,4泊5日,154000,77000,2,30代
S00604,2025/06/09,箱根,国内,2泊3日,36000,18000,2,60代
S00605,2025/06/11,東北,国内,3泊4日,105000,35000,3,20代
S00606,2025/06/15,パリ,海外,5泊6日,1900000,380000,5,30代
S00607,2025/06/02,沖縄,国内,2泊3日,295000,59000,5,60代
S00608,2025/06/16,九州,国内,2泊3日,88000,44000,2,50代
S00609,2025/06/20,グアム,海外,5泊6日,1008000,168000,6,50代
S00610,2025/06/06,北海道,国内,2泊3日,150000,75000,2,50代
S00611,2025/06/22,北海道,国内,3泊4日,236000,59000,4,60代
S00612,2025/06/13,四国,国内,2泊3日,240000,48000,5,40代
S00613,2025/06/18,シンガポール,海外,5泊6日,149000,149000,1,30代
S00614,2025/06/22,北海道,国内,3泊4日,136000,68000,2,30代
S00615,2025/06/29,タイ,海外,3泊4日,450000,90000,5,60代
S00616,2025/06/13,沖縄,国内,4泊5日,486000,81000,6,40代
S00617,2025/06/10,京都,国内,3泊4日,78000,39000,2,40代
S00618,2025/06/10,韓国,海外,4泊5日,176000,44000,4,40代
S00619,2025/06/19,ローマ,海外,6泊7日,738000,369000,2,40代
S00620,2025/06/25,ニューヨーク,海外,6泊7日,1540000,308000,5,40代
S00621,2025/06/07,京都,国内,1泊2日,84000,42000,2,20代
S00622,2025/06/22,箱根,国内,1泊2日,62000,31000,2,50代
S00623,2025/06/12,ニューヨーク,海外,5泊6日,1180000,236000,5,40代
S00624,2025/06/01,台湾,海外,3泊4日,504000,84000,6,30代
S00625,2025/06/15,東京ディズニー,国内,2泊3日,196000,49000,4,60代
S00626,2025/06/27,パリ,海外,8泊9日,1784000,446000,4,30代
S00627,2025/07/15,ハワイ,海外,7泊8日,856000,214000,4,20代
S00628,2025/07/17,ハワイ,海外,4泊5日,460000,230000,2,40代
S00629,2025/07/20,東北,国内,2泊3日,160000,40000,4,60代
S00630,2025/07/06,大阪,国内,3泊4日,120000,24000,5,50代
S00631,2025/07/19,沖縄,国内,4泊5日,230000,46000,5,60代
S00632,2025/07/04,ローマ,海外,5泊6日,550000,275000,2,40代
S00633,2025/07/06,グアム,海外,4泊5日,306000,102000,3,20代
S00634,2025/07/06,韓国,海外,2泊3日,124000,62000,2,50代
S00635,2025/07/06,東京ディズニー,国内,1泊2日,100000,20000,5,60代
S00636,2025/07/16,大阪,国内,3泊4日,144000,36000,4,40代
S00637,2025/07/15,四国,国内,2泊3日,138000,46000,3,20代
S00638,2025/07/05,北海道,国内,2泊3日,148000,37000,4,20代
S00639,2025/07/03,箱根,国内,1泊2日,40000,20000,2,60代
S00640,2025/07/18,ハワイ,海外,5泊6日,1464000,244000,6,50代
S00641,2025/07/29,東京ディズニー,国内,2泊3日,192000,48000,4,50代
S00642,2025/07/28,沖縄,国内,3泊4日,108000,54000,2,40代
S00643,2025/07/21,ハワイ,海外,4泊5日,1005000,335000,3,50代
S00644,2025/07/19,京都,国内,3泊4日,116000,58000,2,20代
S00645,2025/07/29,台湾,海外,4泊5日,106000,53000,2,30代
S00646,2025/07/07,ローマ,海外,8泊9日,654000,327000,2,30代
S00647,2025/07/09,パリ,海外,5泊6日,570000,285000,2,40代
S00648,2025/07/24,箱根,国内,1泊2日,104000,26000,4,30代
S00649,2025/07/21,台湾,海外,2泊3日,294000,98000,3,40代
S00650,2025/07/14,台湾,海外,4泊5日,77000,77000,1,40代
S00651,2025/07/19,北海道,国内,4泊5日,116000,58000,2,60代
S00652,2025/07/13,箱根,国内,1泊2日,105000,35000,3,30代
S00653,2025/07/11,パリ,海外,5泊6日,860000,430000,2,20代
S00654,2025/07/10,沖縄,国内,2泊3日,106000,53000,2,50代
S00655,2025/07/29,台湾,海外,4泊5日,144000,72000,2,30代
S00656,2025/07/28,沖縄,国内,2泊3日,336000,84000,4,60代
S00657,2025/07/23,四国,国内,2泊3日,51000,51000,1,60代
S00658,2025/07/02,大阪,国内,1泊2日,90000,30000,3,50代
S00659,2025/07/07,東京ディズニー,国内,2泊3日,68000,34000,2,30代
S00660,2025/07/01,東京ディズニー,国内,1泊2日,60000,30000,2,30代
S00661,2025/07/06,ハワイ,海外,4泊5日,584000,292000,2,60代
S00662,2025/07/02,タイ,海外,3泊4日,222000,111000,2,20代
S00663,2025/07/23,グアム,海外,5泊6日,248000,124000,2,30代
S00664,2025/07/30,北海道,国内,3泊4日,198000,66000,3,20代
S00665,2025/07/31,大阪,国内,1泊2日,56000,28000,2,60代
S00666,2025/08/29,台湾,海外,3泊4日,213000,71000,3,20代
S00667,2025/08/12,東京ディズニー,国内,1泊2日,129000,43000,3,40代
S00668,2025/08/18,台湾,海外,3泊4日,162000,81000,2,40代
S00669,2025/08/11,九州,国内,2泊3日,236000,59000,4,40代
S00670,2025/08/22,沖縄,国内,2泊3日,288000,72000,4,50代
S00671,2025/08/27,ハワイ,海外,7泊8日,336000,168000,2,60代
S00672,2025/08/13,ニューヨーク,海外,6泊7日,672000,224000,3,50代
S00673,2025/08/21,タイ,海外,3泊4日,476000,119000,4,50代
S00674,2025/08/07,四国,国内,3泊4日,100000,50000,2,50代
S00675,2025/08/30,パリ,海外,7泊8日,2160000,360000,6,40代
S00676,2025/08/02,韓国,海外,3泊4日,175000,35000,5,60代
S00677,2025/08/10,沖縄,国内,2泊3日,132000,66000,2,50代
S00678,2025/08/18,九州,国内,2泊3日,168000,42000,4,40代
S00679,2025/08/05,台湾,海外,3泊4日,294000,49000,6,50代
S00680,2025/08/16,ローマ,海外,8泊9日,1296000,216000,6,20代
S00681,2025/08/23,韓国,海外,4泊5日,325000,65000,5,40代
S00682,2025/08/08,九州,国内,2泊3日,126000,63000,2,20代
S00683,2025/08/30,東京ディズニー,国内,2泊3日,36000,36000,1,20代
S00684,2025/08/03,オーストラリア,海外,6泊7日,1508000,377000,4,40代
S00685,2025/08/20,ハワイ,海外,4泊5日,648000,324000,2,40代
S00686,2025/08/19,ハワイ,海外,6泊7日,870000,290000,3,60代
S00687,2025/08/19,タイ,海外,5泊6日,198000,99000,2,30代
S00688,2025/08/24,ローマ,海外,7泊8日,224000,224000,1,40代
S00689,2025/08/20,台湾,海外,2泊3日,146000,73000,2,20代
S00690,2025/08/09,沖縄,国内,3泊4日,235000,47000,5,20代
S00691,2025/08/12,バリ島,海外,4泊5日,454000,227000,2,50代
S00692,2025/08/03,箱根,国内,1泊2日,93000,31000,3,50代
S00693,2025/08/15,沖縄,国内,4泊5日,264000,88000,3,30代
S00694,2025/08/04,ニューヨーク,海外,5泊6日,558000,279000,2,30代
S00695,2025/08/22,沖縄,国内,4泊5日,150000,75000,2,30代
S00696,2025/08/11,九州,国内,4泊5日,260000,65000,4,20代
S00697,2025/08/21,グアム,海外,4泊5日,186000,93000,2,30代
S00698,2025/08/24,ニューヨーク,海外,5泊6日,1004000,251000,4,40代
S00699,2025/08/01,東京ディズニー,国内,1泊2日,92000,23000,4,20代
S00700,2025/08/10,沖縄,国内,3泊4日,92000,46000,2,20代
S00701,2025/08/21,オーストラリア,海外,5泊6日,1356000,339000,4,20代
S00702,2025/08/06,台湾,海外,2泊3日,284000,71000,4,30代
S00703,2025/08/09,タイ,海外,4泊5日,408000,102000,4,50代
S00704,2025/08/13,ニューヨーク,海外,6泊7日,826000,413000,2,20代
S00705,2025/08/07,シンガポール,海外,5泊6日,188000,94000,2,40代
S00706,2025/08/04,グアム,海外,4泊5日,360000,90000,4,20代
S00707,2025/08/16,北海道,国内,2泊3日,148000,37000,4,20代
S00708,2025/08/19,タイ,海外,3泊4日,372000,124000,3,60代
S00709,2025/08/01,ハワイ,海外,7泊8日,1656000,276000,6,50代
S00710,2025/08/10,箱根,国内,2泊3日,36000,36000,1,60代
S00711,2025/08/15,北海道,国内,3泊4日,114000,38000,3,30代
S00712,2025/08/29,パリ,海外,5泊6日,666000,222000,3,30代
S00713,2025/08/07,沖縄,国内,2泊3日,288000,72000,4,40代
S00714,2025/08/31,大阪,国内,2泊3日,186000,31000,6,20代
S00715,2025/09/26,沖縄,国内,4泊5日,336000,84000,4,40代
S00716,2025/09/03,東京ディズニー,国内,1泊2日,84000,21000,4,40代
S00717,2025/09/21,東京ディズニー,国内,1泊2日,50000,50000,1,40代
S00718,2025/09/27,バリ島,海外,6泊7日,130000,130000,1,50代
S00719,2025/09/07,北海道,国内,3泊4日,158000,79000,2,50代
S00720,2025/09/11,ハワイ,海外,5泊6日,952000,238000,4,40代
S00721,2025/09/12,京都,国内,3泊4日,56000,28000,2,30代
S00722,2025/09/06,四国,国内,2泊3日,140000,28000,5,20代
S00723,2025/09/14,タイ,海外,5泊6日,308000,77000,4,50代
S00724,2025/09/08,大阪,国内,1泊2日,78000,26000,3,20代
S00725,2025/09/26,バリ島,海外,5泊6日,324000,162000,2,20代
S00726,2025/09/28,バリ島,海外,6泊7日,465000,155000,3,40代
S00727,2025/09/30,ローマ,海外,8泊9日,573000,191000,3,30代
S00728,2025/09/11,大阪,国内,3泊4日,84000,21000,4,50代
S00729,2025/09/26,京都,国内,1泊2日,120000,40000,3,20代
S00730,2025/09/24,大阪,国内,3泊4日,120000,24000,5,30代
S00731,2025/09/13,韓国,海外,2泊3日,39000,39000,1,40代
S00732,2025/09/13,大阪,国内,2泊3日,82000,41000,2,50代
S00733,2025/09/23,沖縄,国内,4泊5日,71000,71000,1,20代
S00734,2025/09/10,東京ディズニー,国内,1泊2日,160000,40000,4,40代
S00735,2025/09/03,韓国,海外,3泊4日,245000,49000,5,40代
S00736,2025/09/14,北海道,国内,4泊5日,315000,63000,5,30代
S00737,2025/09/30,オーストラリア,海外,5泊6日,606000,303000,2,20代
S00738,2025/09/16,ハワイ,海外,4泊5日,888000,296000,3,30代
S00739,2025/09/05,オーストラリア,海外,7泊8日,408000,204000,2,40代
S00740,2025/09/28,ローマ,海外,5泊6日,1296000,216000,6,40代
S00741,2025/09/23,バリ島,海外,6泊7日,201000,201000,1,40代
S00742,2025/09/25,九州,国内,3泊4日,272000,68000,4,40代
S00743,2025/09/11,バリ島,海外,6泊7日,975000,195000,5,40代
S00744,2025/09/02,ハワイ,海外,6泊7日,670000,335000,2,40代
S00745,2025/09/11,沖縄,国内,2泊3日,264000,88000,3,40代
S00746,2025/09/24,東京ディズニー,国内,1泊2日,72000,36000,2,60代
S00747,2025/09/15,四国,国内,3泊4日,129000,43000,3,50代
S00748,2025/09/15,タイ,海外,5泊6日,138000,69000,2,50代
S00749,2025/09/29,沖縄,国内,2泊3日,94000,47000,2,60代
S00750,2025/09/28,ハワイ,海外,5泊6日,681000,227000,3,40代
S00751,2025/09/14,ハワイ,海外,7泊8日,800000,200000,4,20代
S00752,2025/09/17,韓国,海外,4泊5日,156000,78000,2,40代
S00753,2025/09/17,パリ,海外,8泊9日,1305000,435000,3,40代
S00754,2025/09/12,東京ディズニー,国内,2泊3日,128000,32000,4,20代
S00755,2025/10/10,ニューヨーク,海外,5泊6日,2292000,382000,6,50代
S00756,2025/10/02,東京ディズニー,国内,2泊3日,96000,32000,3,40代
S00757,2025/10/12,パリ,海外,6泊7日,486000,243000,2,40代
S00758,2025/10/16,四国,国内,2泊3日,165000,33000,5,60代
S00759,2025/10/23,東北,国内,3泊4日,150000,50000,3,30代
S00760,2025/10/24,台湾,海外,3泊4日,142000,71000,2,20代
S00761,2025/10/01,京都,国内,2泊3日,144000,48000,3,30代
S00762,2025/10/08,バリ島,海外,5泊6日,434000,217000,2,20代
S00763,2025/10/16,四国,国内,3泊4日,90000,30000,3,40代
S00764,2025/10/14,ニューヨーク,海外,6泊7日,580000,290000,2,20代
S00765,2025/10/24,沖縄,国内,3泊4日,276000,69000,4,40代
S00766,2025/10/14,ニューヨーク,海外,5泊6日,952000,238000,4,40代
S00767,2025/10/03,シンガポール,海外,5泊6日,536000,134000,4,20代
S00768,2025/10/23,グアム,海外,5泊6日,416000,104000,4,20代
S00769,2025/10/27,北海道,国内,3泊4日,288000,72000,4,30代
S00770,2025/10/10,京都,国内,3泊4日,176000,44000,4,40代
S00771,2025/10/25,北海道,国内,3泊4日,222000,74000,3,60代
S00772,2025/10/09,大阪,国内,3泊4日,188000,47000,4,60代
S00773,2025/10/09,北海道,国内,2泊3日,195000,65000,3,20代
S00774,2025/10/12,沖縄,国内,3泊4日,129000,43000,3,60代
S00775,2025/10/25,ハワイ,海外,5泊6日,776000,194000,4,40代
S00776,2025/10/23,箱根,国内,2泊3日,20000,20000,1,40代
S00777,2025/10/14,台湾,海外,3泊4日,270000,54000,5,30代
