Transaction_ID,Travel_destination,Rating,Emotions,Comments
S00483,ハワイ,5,ポジティブ,ビーチが最高でした！
S00484,東京ディズニー,5,ポジティブ,家族全員が楽しめました
S00485,北海道,5,ポジティブ,大自然を満喫できました
S00486,大阪,4,ポジティブ,コスパが良かった
S00487,北海道,2,ネガティブ,観光地が混雑していた
S00488,九州,5,ポジティブ,博多ラーメンが絶品
S00489,ハワイ,2,ネガティブ,日本人観光客が多すぎ
S00490,タイ,4,ポジティブ,寺院が美しかった
S00491,北海道,4,ポジティブ,大自然を満喫できました
S00492,東京ディズニー,5,ポジティブ,キャストの対応が素晴らしい
S00493,韓国,5,ポジティブ,コスメショッピングが楽しい
S00494,ニューヨーク,4,ポジティブ,ブロードウェイが最高
S00495,東北,4,ポジティブ,人が温かくて感動
S00496,京都,5,ポジティブ,和食が最高でした
S00497,韓国,4,ポジティブ,韓国料理が美味しかった
S00498,韓国,2,ネガティブ,言葉が通じず困った
S00499,タイ,4,ポジティブ,寺院が美しかった
S00500,ハワイ,4,ポジティブ,ショッピングも充実
S00501,京都,4,ポジティブ,着物体験が楽しかった
S00502,パリ,3,ポジティブ,美術館巡りが最高
S00503,ニューヨーク,5,ポジティブ,タイムズスクエアに感動
S00504,パリ,3,ポジティブ,フランス料理が絶品
S00505,沖縄,4,ポジティブ,シュノーケリングが最高
S00506,四国,5,ポジティブ,四万十川が美しかった
S00507,ハワイ,3,ポジティブ,現地の人がフレンドリー
S00508,京都,4,ポジティブ,寺社仏閣が素晴らしかった
S00509,パリ,4,ポジティブ,街並みが美しかった
S00510,北海道,3,ポジティブ,海鮮が新鮮で美味しかった
S00511,沖縄,3,ポジティブ,リゾート気分を満喫
S00512,オーストラリア,4,ポジティブ,現地の人が親切でした
S00513,京都,5,ポジティブ,歴史を感じる旅でした
S00514,グアム,3,ポジティブ,ショッピングも満足
S00515,パリ,5,ポジティブ,一生の思い出になりました
S00516,ハワイ,5,ポジティブ,現地の人がフレンドリー
S00517,ハワイ,5,ポジティブ,何度でも行きたい！
S00518,台湾,5,ポジティブ,夜市が最高でした！
S00519,九州,5,ポジティブ,温泉巡りが最高
S00520,四国,5,ポジティブ,自然が豊かでした
S00521,大阪,4,ポジティブ,コスパが良かった
S00522,ハワイ,5,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00523,韓国,2,ネガティブ,冬は寒すぎた
S00524,大阪,3,ポジティブ,食い倒れ最高！
S00525,台湾,5,ポジティブ,夜市が最高でした！
S00526,バリ島,3,ポジティブ,スパが最高でした
S00527,オーストラリア,3,ポジティブ,現地の人が親切でした
S00528,九州,5,ポジティブ,温泉巡りが最高
S00529,シンガポール,5,ポジティブ,マーライオンを見れて感動
S00530,ニューヨーク,2,ネガティブ,治安が心配な地域があった
S00531,東京ディズニー,5,ポジティブ,夢の国で最高の思い出！
S00532,ハワイ,1,ネガティブ,日本人観光客が多すぎ
S00533,箱根,4,ポジティブ,ロマンスカーも快適でした
S00534,タイ,3,ポジティブ,タイ料理が絶品
S00535,台湾,5,ポジティブ,親日的で過ごしやすい
S00536,パリ,5,ポジティブ,一生の思い出になりました
S00537,箱根,5,ポジティブ,芦ノ湖の景色が綺麗
S00538,東京ディズニー,4,ポジティブ,キャストの対応が素晴らしい
S00539,北海道,4,ポジティブ,温泉も食事も大満足です
S00540,韓国,4,ポジティブ,コスメショッピングが楽しい
S00541,沖縄,3,ポジティブ,シュノーケリングが最高
S00542,ハワイ,4,ポジティブ,ショッピングも充実
S00543,四国,4,ポジティブ,お遍路体験が貴重でした
S00544,東京ディズニー,5,ポジティブ,パレードが素晴らしかった
S00545,グアム,4,ポジティブ,マリンスポーツが楽しかった
S00546,東京ディズニー,3,ポジティブ,キャストの対応が素晴らしい
S00547,ハワイ,5,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00548,京都,5,ポジティブ,着物体験が楽しかった
S00549,オーストラリア,2,ネガティブ,日差しが強すぎた
S00550,パリ,4,ポジティブ,街並みが美しかった
S00551,韓国,2,ネガティブ,タクシーで遠回りされた
S00552,四国,5,ポジティブ,お遍路体験が貴重でした
S00553,ローマ,4,ポジティブ,街歩きが楽しかった
S00554,四国,1,ネガティブ,交通アクセスが不便
S00555,京都,5,ポジティブ,歴史を感じる旅でした
S00556,ハワイ,5,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00557,東京ディズニー,5,ポジティブ,家族全員が楽しめました
S00558,韓国,5,ポジティブ,気軽に行けて良かった
S00559,京都,4,ポジティブ,和食が最高でした
S00560,タイ,5,ポジティブ,マッサージが最高
S00561,北海道,4,ポジティブ,ラベンダー畑が素晴らしかった
S00562,箱根,5,ポジティブ,のんびりできました
S00563,大阪,5,ポジティブ,道頓堀の活気がすごい
S00564,バリ島,4,ポジティブ,物価が安くて満足
S00565,四国,4,ポジティブ,自然が豊かでした
S00566,ハワイ,5,ポジティブ,ショッピングも充実
S00567,京都,5,ポジティブ,和食が最高でした
S00568,台湾,4,ポジティブ,小籠包が絶品
S00569,沖縄,5,ポジティブ,子連れでも楽しめました
S00570,台湾,3,ポジティブ,小籠包が絶品
S00571,大阪,3,ポジティブ,お笑い文化を満喫
S00572,京都,4,ポジティブ,紅葉が美しかった
S00573,東北,5,ポジティブ,人が温かくて感動
S00574,グアム,4,ポジティブ,子連れに最適でした
S00575,台湾,1,ネガティブ,衛生面が気になった
S00576,沖縄,5,ポジティブ,星空がとても美しかった
S00577,台湾,5,ポジティブ,小籠包が絶品
S00578,東京ディズニー,5,ポジティブ,パレードが素晴らしかった
S00579,グアム,2,ネガティブ,観光スポットが少ない
S00580,ハワイ,4,ポジティブ,現地の人がフレンドリー
S00581,ニューヨーク,4,ポジティブ,エネルギッシュな街でした
S00582,韓国,5,ポジティブ,明洞の活気がすごい
S00583,沖縄,5,ポジティブ,海がとても綺麗でした！
S00584,ハワイ,4,ポジティブ,何度でも行きたい！
S00585,箱根,3,ポジティブ,温泉が最高でした
S00586,ハワイ,4,ポジティブ,ビーチが最高でした！
S00587,韓国,5,ポジティブ,気軽に行けて良かった
S00588,沖縄,4,ポジティブ,シュノーケリングが最高
S00589,グアム,4,ポジティブ,マリンスポーツが楽しかった
S00590,タイ,3,ポジティブ,水上マーケットが楽しい
S00591,オーストラリア,4,ポジティブ,大自然を満喫できた
S00592,バリ島,4,ポジティブ,文化体験が素晴らしい
S00593,北海道,3,ポジティブ,海鮮が新鮮で美味しかった
S00594,韓国,3,ポジティブ,コスメショッピングが楽しい
S00595,沖縄,5,ポジティブ,リゾート気分を満喫
S00596,沖縄,4,ポジティブ,子連れでも楽しめました
S00597,韓国,5,ポジティブ,気軽に行けて良かった
S00598,四国,3,ポジティブ,うどんが絶品でした
S00599,韓国,4,ポジティブ,韓国料理が美味しかった
S00600,九州,5,ポジティブ,歴史スポットが充実
S00601,シンガポール,5,ポジティブ,多文化な街が面白い
S00602,東北,4,ポジティブ,地元の食事が美味しかった
S00603,台湾,4,ポジティブ,コスパ抜群の旅でした
S00604,箱根,5,ポジティブ,美術館巡りが楽しかった
S00605,東北,5,ポジティブ,祭りが最高でした
S00606,パリ,4,ポジティブ,エッフェル塔に感動！
S00607,沖縄,4,ポジティブ,海がとても綺麗でした！
S00608,九州,4,ポジティブ,自然豊かで癒されました
S00609,グアム,4,ポジティブ,ショッピングも満足
S00610,北海道,4,ポジティブ,雪景色が最高でした！
S00611,北海道,2,ネガティブ,観光地が混雑していた
S00612,四国,5,ポジティブ,自然が豊かでした
S00613,シンガポール,4,ポジティブ,多文化な街が面白い
S00614,北海道,5,ポジティブ,大自然を満喫できました
S00615,タイ,3,ポジティブ,タイ料理が絶品
S00616,沖縄,5,ポジティブ,星空がとても美しかった
S00617,京都,4,ポジティブ,紅葉が美しかった
S00618,韓国,3,ポジティブ,コスメショッピングが楽しい
S00619,ローマ,5,ポジティブ,イタリア料理が最高
S00620,ニューヨーク,4,ポジティブ,自由の女神は圧巻
S00621,京都,4,ポジティブ,着物体験が楽しかった
S00622,箱根,4,ポジティブ,ロマンスカーも快適でした
S00623,ニューヨーク,5,ポジティブ,グルメが充実
S00624,台湾,1,ネガティブ,暑すぎて体調を崩した
S00625,東京ディズニー,5,ポジティブ,夢の国で最高の思い出！
S00626,パリ,4,ポジティブ,一生の思い出になりました
S00627,ハワイ,5,ポジティブ,ビーチが最高でした！
S00628,ハワイ,5,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00629,東北,2,ネガティブ,観光スポットが限られた
S00630,大阪,5,ポジティブ,食い倒れ最高！
S00631,沖縄,4,ポジティブ,シュノーケリングが最高
S00632,ローマ,4,ポジティブ,ジェラートが絶品
S00633,グアム,2,ネガティブ,海以外やることがない
S00634,韓国,4,ポジティブ,K-POP聖地巡りが最高
S00635,東京ディズニー,5,ポジティブ,アトラクションが充実
S00636,大阪,4,ポジティブ,道頓堀の活気がすごい
S00637,四国,4,ポジティブ,四万十川が美しかった
S00638,北海道,4,ポジティブ,大自然を満喫できました
S00639,箱根,4,ポジティブ,のんびりできました
S00640,ハワイ,5,ポジティブ,ショッピングも充実
S00641,東京ディズニー,5,ポジティブ,パレードが素晴らしかった
S00642,沖縄,4,ポジティブ,海がとても綺麗でした！
S00643,ハワイ,4,ポジティブ,ショッピングも充実
S00644,京都,4,ポジティブ,歴史を感じる旅でした
S00645,台湾,5,ポジティブ,夜市が最高でした！
S00646,ローマ,5,ポジティブ,イタリア料理が最高
S00647,パリ,5,ポジティブ,フランス料理が絶品
S00648,箱根,2,ネガティブ,天気が悪くて景色が見えず
S00649,台湾,3,ポジティブ,親日的で過ごしやすい
S00650,台湾,5,ポジティブ,コスパ抜群の旅でした
S00651,北海道,5,ポジティブ,雪景色が最高でした！
S00652,箱根,4,ポジティブ,美術館巡りが楽しかった
S00653,パリ,4,ポジティブ,フランス料理が絶品
S00654,沖縄,2,ネガティブ,天気が悪くて残念
S00655,台湾,4,ポジティブ,九份の雰囲気が素敵
S00656,沖縄,2,ネガティブ,天気が悪くて残念
S00657,四国,1,ネガティブ,観光地間の移動が大変
S00658,大阪,4,ポジティブ,USJがとても楽しかった
S00659,東京ディズニー,5,ポジティブ,パレードが素晴らしかった
S00660,東京ディズニー,3,ポジティブ,家族全員が楽しめました
S00661,ハワイ,5,ポジティブ,現地の人がフレンドリー
S00662,タイ,4,ポジティブ,物価が安くて大満足
S00663,グアム,4,ポジティブ,ショッピングも満足
S00664,北海道,5,ポジティブ,ラベンダー畑が素晴らしかった
S00665,大阪,2,ネガティブ,騒がしい場所が多い
S00666,台湾,4,ポジティブ,小籠包が絶品
S00667,東京ディズニー,5,ポジティブ,夢の国で最高の思い出！
S00668,台湾,5,ポジティブ,親日的で過ごしやすい
S00669,九州,5,ポジティブ,博多ラーメンが絶品
S00670,沖縄,4,ポジティブ,リゾート気分を満喫
S00671,ハワイ,4,ポジティブ,何度でも行きたい！
S00672,ニューヨーク,5,ポジティブ,エネルギッシュな街でした
S00673,タイ,5,ポジティブ,物価が安くて大満足
S00674,四国,3,ポジティブ,カツオのたたきが最高
S00675,パリ,2,ネガティブ,治安が心配でした
S00676,韓国,4,ポジティブ,明洞の活気がすごい
S00677,沖縄,4,ポジティブ,子連れでも楽しめました
S00678,九州,4,ポジティブ,自然豊かで癒されました
S00679,台湾,4,ポジティブ,小籠包が絶品
S00680,ローマ,5,ポジティブ,街歩きが楽しかった
S00681,韓国,4,ポジティブ,K-POP聖地巡りが最高
S00682,九州,2,ネガティブ,一部の施設が老朽化
S00683,東京ディズニー,5,ポジティブ,アトラクションが充実
S00684,オーストラリア,4,ポジティブ,グレートバリアリーフに感動
S00685,ハワイ,2,ネガティブ,日本人観光客が多すぎ
S00686,ハワイ,4,ポジティブ,何度でも行きたい！
S00687,タイ,5,ポジティブ,物価が安くて大満足
S00688,ローマ,4,ポジティブ,歴史を感じる素晴らしい旅
S00689,台湾,4,ポジティブ,九份の雰囲気が素敵
S00690,沖縄,3,ポジティブ,シュノーケリングが最高
S00691,バリ島,4,ポジティブ,スパが最高でした
S00692,箱根,5,ポジティブ,ロマンスカーも快適でした
S00693,沖縄,5,ポジティブ,リゾート気分を満喫
S00694,ニューヨーク,3,ポジティブ,エネルギッシュな街でした
S00695,沖縄,5,ポジティブ,子連れでも楽しめました
S00696,九州,3,ポジティブ,歴史スポットが充実
S00697,グアム,4,ポジティブ,マリンスポーツが楽しかった
S00698,ニューヨーク,4,ポジティブ,ブロードウェイが最高
S00699,東京ディズニー,4,ポジティブ,家族全員が楽しめました
S00700,沖縄,4,ポジティブ,シュノーケリングが最高
S00701,オーストラリア,4,ポジティブ,現地の人が親切でした
S00702,台湾,5,ポジティブ,親日的で過ごしやすい
S00703,タイ,4,ポジティブ,マッサージが最高
S00704,ニューヨーク,5,ポジティブ,グルメが充実
S00705,シンガポール,4,ポジティブ,多文化な街が面白い
S00706,グアム,4,ポジティブ,マリンスポーツが楽しかった
S00707,北海道,5,ポジティブ,大自然を満喫できました
S00708,タイ,5,ポジティブ,寺院が美しかった
S00709,ハワイ,4,ポジティブ,ショッピングも充実
S00710,箱根,4,ポジティブ,美術館巡りが楽しかった
S00711,北海道,1,ネガティブ,移動距離が長くて疲れた
S00712,パリ,5,ポジティブ,美術館巡りが最高
S00713,沖縄,4,ポジティブ,リゾート気分を満喫
S00714,大阪,4,ポジティブ,食い倒れ最高！
S00715,沖縄,4,ポジティブ,星空がとても美しかった
S00716,東京ディズニー,3,ポジティブ,夢の国で最高の思い出！
S00717,東京ディズニー,4,ポジティブ,アトラクションが充実
S00718,バリ島,4,ポジティブ,棚田の景色に感動
S00719,北海道,5,ポジティブ,温泉も食事も大満足です
S00720,ハワイ,5,ポジティブ,現地の人がフレンドリー
S00721,京都,4,ポジティブ,着物体験が楽しかった
S00722,四国,5,ポジティブ,自然が豊かでした
S00723,タイ,4,ポジティブ,物価が安くて大満足
S00724,大阪,4,ポジティブ,食い倒れ最高！
S00725,バリ島,3,ポジティブ,スパが最高でした
S00726,バリ島,5,ポジティブ,棚田の景色に感動
S00727,ローマ,5,ポジティブ,イタリア料理が最高
S00728,大阪,5,ポジティブ,コスパが良かった
S00729,京都,4,ポジティブ,和食が最高でした
S00730,大阪,5,ポジティブ,道頓堀の活気がすごい
S00731,韓国,2,ネガティブ,冬は寒すぎた
S00732,大阪,5,ポジティブ,お笑い文化を満喫
S00733,沖縄,5,ポジティブ,リゾート気分を満喫
S00734,東京ディズニー,2,ネガティブ,チケット代が高い
S00735,韓国,4,ポジティブ,明洞の活気がすごい
S00736,北海道,3,ポジティブ,温泉も食事も大満足です
S00737,オーストラリア,4,ポジティブ,オペラハウスが圧巻
S00738,ハワイ,4,ポジティブ,現地の人がフレンドリー
S00739,オーストラリア,4,ポジティブ,コアラが可愛かった
S00740,ローマ,2,ネガティブ,道が分かりにくかった
S00741,バリ島,2,ネガティブ,衛生面が少し心配
S00742,九州,4,ポジティブ,温泉巡りが最高
S00743,バリ島,2,ネガティブ,交通が混雑していた
S00744,ハワイ,4,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00745,沖縄,2,ネガティブ,観光地の混雑がひどかった
S00746,東京ディズニー,5,ポジティブ,夢の国で最高の思い出！
S00747,四国,4,ポジティブ,自然が豊かでした
S00748,タイ,3,ポジティブ,寺院が美しかった
S00749,沖縄,5,ポジティブ,シュノーケリングが最高
S00750,ハワイ,4,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00751,ハワイ,3,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00752,韓国,5,ポジティブ,気軽に行けて良かった
S00753,パリ,5,ポジティブ,フランス料理が絶品
S00754,東京ディズニー,3,ポジティブ,キャストの対応が素晴らしい
S00755,ニューヨーク,1,ネガティブ,物価が非常に高い
S00756,東京ディズニー,4,ポジティブ,夢の国で最高の思い出！
S00757,パリ,5,ポジティブ,エッフェル塔に感動！
S00758,四国,4,ポジティブ,自然が豊かでした
S00759,東北,2,ネガティブ,交通の便が悪かった
S00760,台湾,2,ネガティブ,衛生面が気になった
S00761,京都,5,ポジティブ,紅葉が美しかった
S00762,バリ島,3,ポジティブ,リゾートホテルが最高
S00763,四国,2,ネガティブ,交通アクセスが不便
S00764,ニューヨーク,3,ポジティブ,エネルギッシュな街でした
S00765,沖縄,4,ポジティブ,子連れでも楽しめました
S00766,ニューヨーク,4,ポジティブ,エネルギッシュな街でした
S00767,シンガポール,5,ポジティブ,多文化な街が面白い
S00768,グアム,5,ポジティブ,マリンスポーツが楽しかった
S00769,北海道,5,ポジティブ,雪景色が最高でした！
S00770,京都,4,ポジティブ,紅葉が美しかった
S00771,北海道,4,ポジティブ,温泉も食事も大満足です
S00772,大阪,4,ポジティブ,コスパが良かった
S00773,北海道,2,ネガティブ,冬は寒すぎました
S00774,沖縄,4,ポジティブ,海がとても綺麗でした！
S00775,ハワイ,3,ポジティブ,ショッピングも充実
S00776,箱根,4,ポジティブ,美術館巡りが楽しかった
S00777,台湾,5,ポジティブ,小籠包が絶品
S00778,台湾,4,ポジティブ,夜市が最高でした！
S00779,大阪,5,ポジティブ,お笑い文化を満喫
S00780,京都,5,ポジティブ,寺社仏閣が素晴らしかった
S00781,東京ディズニー,5,ポジティブ,夢の国で最高の思い出！
S00782,沖縄,4,ポジティブ,星空がとても美しかった
S00783,沖縄,4,ポジティブ,星空がとても美しかった
S00784,東京ディズニー,4,ポジティブ,家族全員が楽しめました
S00785,オーストラリア,4,ポジティブ,グレートバリアリーフに感動
S00786,沖縄,4,ポジティブ,海がとても綺麗でした！
S00787,シンガポール,4,ポジティブ,治安が良くて安心
S00788,京都,3,ポジティブ,寺社仏閣が素晴らしかった
S00789,大阪,5,ポジティブ,お笑い文化を満喫
S00790,ハワイ,2,ネガティブ,日本人観光客が多すぎ
S00791,四国,4,ポジティブ,四万十川が美しかった
S00792,北海道,5,ポジティブ,海鮮が新鮮で美味しかった
S00793,四国,3,ポジティブ,お遍路体験が貴重でした
S00794,京都,4,ポジティブ,着物体験が楽しかった
S00795,バリ島,2,ネガティブ,衛生面が少し心配
S00796,台湾,2,ネガティブ,衛生面が気になった
S00797,沖縄,5,ポジティブ,リゾート気分を満喫
S00798,パリ,5,ポジティブ,街並みが美しかった
S00799,ハワイ,2,ネガティブ,フライトが長くて疲れた
S00800,韓国,5,ポジティブ,気軽に行けて良かった
S00801,パリ,4,ポジティブ,街並みが美しかった
S00802,台湾,4,ポジティブ,小籠包が絶品
S00803,ハワイ,4,ポジティブ,ショッピングも充実
S00804,九州,4,ポジティブ,自然豊かで癒されました
S00805,東北,5,ポジティブ,人が温かくて感動
S00806,バリ島,4,ポジティブ,スパが最高でした
S00807,大阪,4,ポジティブ,食い倒れ最高！
S00808,シンガポール,4,ポジティブ,多文化な街が面白い
S00809,九州,2,ネガティブ,一部の施設が老朽化
S00810,韓国,5,ポジティブ,気軽に行けて良かった
S00811,四国,5,ポジティブ,自然が豊かでした
S00812,大阪,5,ポジティブ,コスパが良かった
S00813,九州,5,ポジティブ,阿蘇の景色に感動
S00814,韓国,2,ネガティブ,冬は寒すぎた
S00815,ハワイ,5,ポジティブ,ダイヤモンドヘッドからの景色が絶景
S00816,東京ディズニー,5,ポジティブ,パレードが素晴らしかった
S00817,韓国,5,ポジティブ,コスメショッピングが楽しい
S00818,北海道,3,ポジティブ,海鮮が新鮮で美味しかった
S00819,東京ディズニー,4,ポジティブ,夢の国で最高の思い出！
S00820,シンガポール,3,ポジティブ,治安が良くて安心
S00821,タイ,4,ポジティブ,物価が安くて大満足
S00822,オーストラリア,4,ポジティブ,大自然を満喫できた
S00823,韓国,5,ポジティブ,コスメショッピングが楽しい
S00824,シンガポール,4,ポジティブ,マーライオンを見れて感動
S00825,四国,2,ネガティブ,飲食店の選択肢が少ない
S00826,大阪,1,ネガティブ,人が多すぎて疲れた
S00827,ローマ,2,ネガティブ,観光地の入場料が高い
S00828,東京ディズニー,1,ネガティブ,混雑で疲れました
S00829,四国,2,ネガティブ,飲食店の選択肢が少ない
S00830,ハワイ,5,ポジティブ,ショッピングも充実
S00831,ニューヨーク,5,ポジティブ,エネルギッシュな街でした
S00832,ニューヨーク,5,ポジティブ,ブロードウェイが最高
S00833,北海道,4,ポジティブ,海鮮が新鮮で美味しかった
S00834,韓国,2,ネガティブ,言葉が通じず困った
S00835,ローマ,5,ポジティブ,街歩きが楽しかった
S00836,オーストラリア,4,ポジティブ,グレートバリアリーフに感動
S00837,シンガポール,4,ポジティブ,多文化な街が面白い
S00838,京都,3,ポジティブ,歴史を感じる旅でした
S00839,韓国,5,ポジティブ,K-POP聖地巡りが最高
S00840,大阪,5,ポジティブ,USJがとても楽しかった
S00841,ハワイ,5,ポジティブ,何度でも行きたい！
S00842,ローマ,2,ネガティブ,スリに注意が必要
S00843,ニューヨーク,5,ポジティブ,ブロードウェイが最高
S00844,ハワイ,5,ポジティブ,ショッピングも充実
S00845,東京ディズニー,5,ポジティブ,アトラクションが充実
S00846,東京ディズニー,2,ネガティブ,混雑で疲れました
S00847,ニューヨーク,3,ポジティブ,エネルギッシュな街でした
S00848,四国,2,ネガティブ,飲食店の選択肢が少ない
S00849,パリ,5,ポジティブ,街並みが美しかった
S00850,ハワイ,4,ポジティブ,ビーチが最高でした！
S00851,韓国,5,ポジティブ,気軽に行けて良かった
S00852,韓国,4,ポジティブ,K-POP聖地巡りが最高
S00853,タイ,3,ポジティブ,寺院が美しかった
S00854,ハワイ,4,ポジティブ,現地の人がフレンドリー
S00855,ハワイ,3,ポジティブ,ショッピングも充実
S00856,オーストラリア,4,ポジティブ,グレートバリアリーフに感動
S00857,グアム,1,ネガティブ,観光スポットが少ない
S00858,北海道,4,ポジティブ,雪景色が最高でした！
S00859,東北,5,ポジティブ,温泉と自然が素晴らしい
S00860,韓国,4,ポジティブ,韓国料理が美味しかった
S00861,台湾,4,ポジティブ,親日的で過ごしやすい
S00862,ローマ,5,ポジティブ,街歩きが楽しかった
